date,a_x,a_y,a_z,angx,angy,angz,pressure,flag
92.945,0.37,-1.51,9.57,14,-43,-143,20644.7,1
93.05,0.36,-1.49,9.59,11,-44,-144,20644.3,1
93.156,0.34,-1.5,9.57,8,-41,-142,20645.8,1
93.262,0.33,-1.41,9.6,11,-44,-144,20649,1
93.369,0.33,-1.4,9.6,11,-46,-143,20648.6,1
93.474,0.34,-1.34,9.61,13,-44,-146,20650.3,1
93.579,0.37,-1.34,9.64,12,-43,-146,20650.2,1
93.685,0.4,-1.33,9.63,12,-43,-146,20650.9,1
93.791,0.43,-1.29,9.63,15,-44,-144,20650.5,1
93.897,0.45,-1.27,9.61,12,-45,-144,20651.6,1
94.003,0.46,-1.28,9.62,12,-43,-143,20651.7,1
94.109,0.47,-1.29,9.66,14,-41,-145,20650.8,1
94.214,0.51,-1.39,9.59,15,-44,-143,20649.8,1
94.32,0.51,-1.4,9.59,13,-43,-142,20649.5,1
94.426,0.51,-1.4,9.59,13,-44,-144,20650.2,1
94.532,0.5,-1.38,9.6,14,-43,-144,20648.5,1
94.638,0.52,-1.42,9.6,14,-43,-143,20647.7,1
94.744,0.51,-1.46,9.57,16,-45,-143,20648.8,1
94.849,0.51,-1.42,9.58,11,-41,-144,20648.7,1
94.955,0.48,-1.41,9.59,15,-44,-142,20648.5,1
95.062,0.49,-1.4,9.59,16,-46,-145,20648.7,1
95.167,0.49,-1.37,9.61,16,-46,-144,20650.2,1
95.273,0.49,-1.43,9.59,17,-45,-143,20646.8,1
95.379,0.49,-1.45,9.57,18,-43,-144,20648.4,1
95.484,0.54,-1.46,9.59,13,-43,-144,20646.4,1
95.59,0.55,-1.42,9.59,15,-45,-142,20645.1,1
95.696,0.58,-1.48,9.57,15,-45,-144,20646.2,1
95.802,0.58,-1.46,9.57,15,-44,-141,20646.4,1
95.908,0.56,-1.38,9.59,16,-45,-144,20646.5,1
96.014,0.56,-1.4,9.59,14,-43,-143,20646.6,1
96.119,0.53,-1.4,9.58,15,-44,-144,20646.5,1
96.225,0.51,-1.38,9.59,16,-43,-141,20647.4,1
96.331,0.49,-1.27,9.61,18,-46,-145,20649.8,1
96.437,0.48,-1.32,9.59,15,-45,-145,20648.6,1
96.544,0.49,-1.33,9.61,17,-43,-142,20648.9,1
96.649,0.5,-1.31,9.62,18,-43,-143,20648.5,1
96.755,0.51,-1.29,9.62,18,-44,-143,20647.9,1
96.861,0.54,-1.32,9.61,15,-42,-143,20646.8,1
96.966,0.54,-1.35,9.6,15,-44,-141,20645.4,1
97.072,0.55,-1.37,9.6,22,-43,-141,20644.6,1
97.178,0.58,-1.41,9.6,20,-44,-145,20644.1,1
97.284,0.6,-1.42,9.57,18,-45,-139,20643.1,1
97.39,0.63,-1.41,9.59,21,-41,-143,20641.3,1
97.496,0.65,-1.41,9.58,16,-44,-141,20639.4,1
97.601,0.69,-1.43,9.58,20,-43,-141,20639,1
97.707,0.7,-1.46,9.56,16,-41,-139,20635.3,1
97.813,0.73,-1.48,9.56,21,-40,-141,20633.5,1
97.919,0.73,-1.52,9.55,22,-38,-142,20632,1
98.025,0.74,-1.56,9.55,22,-41,-140,20630.6,1
98.131,0.73,-1.57,9.53,19,-39,-140,20628.4,1
98.237,0.7,-1.55,9.55,21,-41,-139,20628,1
98.342,0.65,-1.57,9.53,21,-42,-138,20628.4,1
98.448,0.6,-1.58,9.55,22,-41,-139,20628.8,1
98.554,0.58,-1.58,9.54,22,-38,-138,20627.1,1
98.66,0.54,-1.55,9.54,22,-40,-137,20627.1,1
98.766,0.5,-1.53,9.57,21,-39,-141,20626.2,1
98.872,0.5,-1.55,9.56,20,-42,-139,20629.3,1
98.977,0.44,-1.48,9.57,20,-39,-141,20629.4,1
99.083,0.39,-1.47,9.58,23,-38,-139,20629.4,1
99.189,0.38,-1.48,9.57,21,-40,-139,20632,1
99.295,0.33,-1.48,9.6,19,-42,-138,20633.3,1
99.401,0.29,-1.51,9.57,21,-41,-141,20635.9,1
99.507,0.29,-1.49,9.6,24,-40,-140,20635.8,1
99.613,0.27,-1.47,9.57,22,-40,-141,20639.1,1
99.718,0.25,-1.42,9.6,21,-42,-139,20641.7,1
99.824,0.23,-1.46,9.61,21,-40,-140,20641.8,1
99.93,0.31,-1.46,9.6,24,-38,-140,20643.4,1
100.036,0.35,-1.48,9.61,26,-38,-138,20644.3,1
100.142,0.38,-1.49,9.62,26,-37,-139,20643.8,1
100.247,0.41,-1.51,9.6,24,-38,-139,20643.7,1
100.353,0.5,-1.5,9.61,24,-38,-138,20641.1,1
100.459,0.55,-1.52,9.59,23,-37,-137,20639.9,1
100.565,0.66,-1.51,9.57,22,-37,-139,20637.9,1
100.671,0.71,-1.43,9.59,22,-37,-140,20635.9,1
100.777,0.77,-1.44,9.56,23,-36,-140,20634.3,1
100.883,0.8,-1.44,9.57,25,-35,-136,20632.5,1
100.988,0.83,-1.47,9.55,24,-33,-138,20629.5,1
101.094,0.79,-1.49,9.55,27,-34,-138,20629.2,1
101.2,0.76,-1.49,9.54,27,-33,-138,20627.1,1
101.306,0.73,-1.51,9.56,24,-34,-138,20624.2,1
101.412,0.65,-1.5,9.54,26,-34,-137,20626.7,1
101.518,0.6,-1.51,9.57,24,-35,-137,20625.7,1
101.623,0.56,-1.53,9.55,25,-36,-140,20626.7,1
101.729,0.51,-1.54,9.56,28,-38,-138,20627,1
101.835,0.46,-1.54,9.55,28,-38,-139,20628.8,1
101.941,0.4,-1.55,9.56,28,-39,-139,20629,1
102.047,0.38,-1.59,9.56,27,-37,-138,20629.9,1
102.153,0.33,-1.58,9.56,27,-37,-138,20631,1
102.259,0.31,-1.61,9.57,28,-36,-140,20631.7,1
102.365,0.31,-1.51,9.6,28,-38,-138,20633.5,1
102.47,0.33,-1.58,9.58,27,-38,-138,20634.2,1
102.576,0.37,-1.62,9.56,28,-36,-136,20634.3,1
102.682,0.4,-1.62,9.56,32,-36,-136,20634.8,1
102.788,0.44,-1.57,9.58,28,-37,-138,20634.6,1
102.894,0.47,-1.61,9.58,28,-36,-142,20635.5,1
103,0.49,-1.6,9.57,32,-37,-138,20634.6,1
103.105,0.52,-1.56,9.56,30,-37,-139,20632.1,1
103.211,0.54,-1.52,9.59,29,-40,-138,20631.7,1
103.317,0.56,-1.53,9.57,30,-39,-140,20631.3,1
103.423,0.58,-1.52,9.56,33,-40,-140,20629.3,1
103.529,0.6,-1.54,9.57,29,-37,-139,20628.7,1
103.635,0.6,-1.51,9.55,34,-37,-138,20627.4,1
103.741,0.58,-1.54,9.57,32,-39,-137,20627.9,1
103.847,0.59,-1.61,9.55,30,-40,-138,20626.2,1
103.953,0.56,-1.63,9.53,31,-41,-141,20625.3,1
104.058,0.58,-1.62,9.55,33,-38,-136,20625.4,1
104.164,0.57,-1.62,9.55,29,-40,-139,20623.8,1
104.27,0.53,-1.65,9.54,32,-39,-138,20627.7,1
104.376,0.52,-1.6,9.56,34,-37,-142,20623.7,1
104.482,0.53,-1.57,9.56,32,-38,-141,20626.3,1
104.588,0.48,-1.57,9.56,33,-37,-138,20626.6,1
104.694,0.44,-1.59,9.55,36,-40,-137,20627.4,1
104.8,0.4,-1.5,9.57,33,-40,-140,20629.6,1
104.905,0.38,-1.49,9.59,34,-41,-139,20632.1,1
105.011,0.33,-1.52,9.58,36,-41,-139,20629.8,1
105.117,0.36,-1.54,9.57,35,-42,-139,20632.9,1
105.223,0.37,-1.41,9.61,34,-40,-138,20633.7,1
105.329,0.38,-1.46,9.59,35,-39,-140,20632.9,1
105.435,0.43,-1.47,9.6,34,-40,-140,20637,1
105.541,0.45,-1.43,9.6,35,-41,-139,20633.4,1
105.647,0.52,-1.4,9.61,34,-40,-141,20635,1
105.752,0.54,-1.42,9.6,34,-41,-141,20632.2,1
105.858,0.6,-1.44,9.59,35,-38,-139,20632.4,1
105.964,0.65,-1.53,9.56,35,-39,-138,20629.7,1
106.07,0.66,-1.53,9.56,32,-36,-139,20626.9,1
106.176,0.74,-1.53,9.56,35,-37,-138,20625.5,1
106.282,0.74,-1.57,9.56,37,-40,-142,20623.6,1
106.388,0.76,-1.57,9.56,35,-41,-138,20619.6,1
106.494,0.77,-1.58,9.56,37,-37,-137,20618.5,1
106.599,0.77,-1.61,9.54,36,-39,-141,20614.2,1
106.705,0.74,-1.64,9.52,38,-42,-136,20612.2,1
106.811,0.72,-1.66,9.51,35,-37,-139,20612.7,1
106.917,0.66,-1.69,9.5,38,-43,-138,20613.8,1
107.023,0.56,-1.65,9.52,34,-38,-138,20612,1
107.129,0.52,-1.69,9.53,36,-43,-139,20612.7,1
107.235,0.45,-1.63,9.54,38,-38,-137,20613.9,1
107.34,0.37,-1.69,9.54,36,-40,-141,20616.9,1
107.447,0.35,-1.7,9.55,39,-45,-135,20617.6,1
107.552,0.28,-1.67,9.55,35,-43,-141,20620.2,1
107.658,0.22,-1.64,9.56,35,-42,-139,20621.5,1
107.764,0.2,-1.62,9.56,36,-44,-140,20626,1
107.87,0.15,-1.57,9.58,33,-44,-141,20629.6,1
107.976,0.14,-1.53,9.58,34,-42,-139,20631.1,1
108.081,0.16,-1.45,9.61,36,-42,-141,20635.5,1
108.187,0.14,-1.42,9.61,33,-42,-141,20637.9,1
108.293,0.18,-1.35,9.64,31,-40,-143,20639.7,1
108.399,0.21,-1.27,9.66,35,-40,-139,20641.1,1
108.505,0.24,-1.25,9.66,34,-44,-142,20643.1,1
108.611,0.28,-1.19,9.68,31,-42,-141,20645.2,1
108.717,0.33,-1.25,9.64,34,-41,-142,20643.1,1
108.823,0.36,-1.26,9.65,30,-41,-142,20646,1
108.928,0.43,-1.28,9.65,33,-39,-140,20644.3,1
109.034,0.49,-1.4,9.61,35,-39,-142,20643.6,1
109.14,0.52,-1.46,9.6,34,-42,-143,20641.1,1
109.246,0.58,-1.45,9.59,33,-40,-141,20642.1,1
109.352,0.64,-1.46,9.58,38,-39,-140,20639.3,1
109.458,0.68,-1.49,9.58,32,-37,-142,20637.9,1
109.564,0.69,-1.49,9.56,33,-38,-143,20637.3,1
109.669,0.65,-1.46,9.55,34,-41,-142,20636.3,1
109.775,0.63,-1.44,9.57,34,-41,-139,20636.3,1
109.881,0.6,-1.44,9.57,33,-42,-141,20635.6,1
109.987,0.59,-1.44,9.57,33,-41,-141,20634.3,1
110.093,0.57,-1.39,9.57,33,-38,-142,20634.8,1
110.199,0.54,-1.34,9.58,35,-42,-142,20634.6,1
110.305,0.48,-1.4,9.59,35,-41,-143,20635.1,1
110.41,0.42,-1.38,9.59,34,-40,-144,20636.3,1
110.516,0.39,-1.38,9.59,33,-39,-146,20637.7,1
110.622,0.32,-1.42,9.59,33,-42,-143,20639.3,1
110.728,0.29,-1.5,9.57,32,-40,-145,20641.3,1
110.834,0.25,-1.46,9.59,36,-43,-146,20645.3,1
110.94,0.25,-1.49,9.59,30,-44,-144,20645,1
111.045,0.23,-1.44,9.61,32,-42,-144,20648.1,1
111.151,0.25,-1.46,9.6,32,-43,-144,20648.1,1
111.257,0.26,-1.38,9.62,37,-41,-145,20649.8,1
111.363,0.28,-1.37,9.63,34,-44,-145,20651.5,1
111.469,0.34,-1.37,9.63,31,-40,-145,20651,1
111.575,0.37,-1.36,9.61,31,-46,-146,20651.3,1
111.68,0.42,-1.28,9.65,33,-42,-146,20649.7,1
111.786,0.49,-1.32,9.62,30,-43,-146,20651.8,1
111.892,0.53,-1.32,9.61,29,-40,-148,20650.2,1
111.999,0.56,-1.31,9.61,29,-41,-148,20646.9,1
112.104,0.6,-1.33,9.6,32,-41,-148,20648.4,1
112.21,0.62,-1.27,9.6,31,-39,-146,20648.4,1
112.316,0.6,-1.26,9.61,31,-43,-147,20645,1
112.421,0.61,-1.27,9.58,31,-42,-145,20644.4,1
112.527,0.59,-1.22,9.62,32,-42,-147,20644,1
112.633,0.56,-1.27,9.6,29,-40,-144,20643.2,1
112.739,0.52,-1.29,9.6,31,-38,-147,20644.3,1
112.845,0.5,-1.39,9.59,31,-41,-145,20643.1,1
112.951,0.47,-1.37,9.58,29,-42,-146,20642.9,1
113.057,0.5,-1.48,9.58,32,-42,-145,20642.8,1
113.162,0.54,-1.54,9.57,33,-42,-143,20641.7,1
113.268,0.61,-1.61,9.55,33,-42,-147,20639.7,1
113.374,0.65,-1.64,9.54,32,-42,-144,20637.1,1
113.48,0.73,-1.59,9.56,31,-43,-144,20633.8,1
113.586,0.84,-1.66,9.53,30,-39,-145,20630.4,1
113.692,0.89,-1.71,9.5,31,-42,-143,20628.5,1
113.798,1.02,-1.74,9.47,33,-41,-142,20624.8,1
113.904,1.17,-1.74,9.44,31,-41,-142,20620.9,1
114.01,1.23,-1.78,9.42,30,-39,-144,20616.7,1
114.115,1.37,-1.85,9.38,31,-38,-142,20612.9,1
114.221,1.52,-1.99,9.3,33,-38,-143,20609.2,1
114.327,1.59,-1.99,9.31,32,-34,-141,20604.3,1
114.433,1.72,-2.07,9.23,32,-38,-139,20600.6,1
114.539,1.84,-2.13,9.19,33,-36,-136,20597.3,1
114.645,1.93,-2.2,9.13,35,-34,-138,20596.5,1
114.751,1.97,-2.17,9.11,34,-35,-139,20594.3,1
114.857,2.02,-2.18,9.1,33,-36,-138,20594.1,1
114.963,2.07,-2.23,9.07,35,-34,-138,20595.3,1
115.069,2.09,-2.3,9.05,31,-35,-138,20597.8,1
115.175,2.13,-2.34,9.02,36,-32,-137,20600.7,1
115.28,2.14,-2.43,8.99,34,-29,-136,20605.1,1
115.386,2.14,-2.51,8.98,34,-30,-136,20609.3,1
115.492,2.13,-2.47,8.97,37,-30,-137,20614.8,1
115.598,2.24,-2.35,8.96,32,-30,-137,20620.3,1
115.704,2.28,-2.39,8.95,38,-26,-137,20629.2,1
115.81,2.32,-2.6,8.89,35,-26,-134,20636.5,1
115.916,2.33,-2.58,8.9,36,-23,-132,20644.6,1
116.022,2.5,-2.37,8.91,36,-26,-135,20652,1
116.128,2.59,-2.29,8.91,36,-20,-132,20659.4,1
116.234,2.74,-1.98,8.96,31,-15,-136,20665.9,1
116.34,2.96,-1.44,8.97,26,-12,-139,20672.2,1
116.446,3.06,-1.22,8.96,26,-8,-136,20679.5,1
116.552,3.28,-0.86,8.92,23,-5,-139,20687.2,1
116.657,3.53,-0.67,8.84,19,1,-138,20697.9,1
116.763,3.6,-0.64,8.81,21,-1,-136,20708,1
116.869,3.68,-0.61,8.74,18,2,-137,20722.5,1
116.975,3.8,-0.58,8.68,18,5,-136,20738.1,1
117.081,3.84,-0.58,8.64,15,9,-136,20756.3,1
117.187,3.85,-0.75,8.64,20,8,-130,20776.5,1
117.293,3.79,-1,8.62,20,7,-130,20800,1
117.399,3.7,-1.2,8.65,18,7,-128,20824.6,1
117.504,3.66,-1.28,8.65,21,7,-129,20851.5,1
117.61,3.57,-1.37,8.68,24,5,-131,20879.3,1
117.716,3.48,-1.48,8.7,21,7,-128,20909.4,1
117.822,3.44,-1.57,8.72,23,5,-130,20940.2,1
117.927,3.31,-1.71,8.76,24,3,-130,20971.2,1
118.033,3.14,-1.66,8.83,24,2,-132,21003.4,1
118.139,3.06,-1.6,8.86,20,3,-133,21037.5,1
118.245,2.95,-1.48,8.93,24,2,-133,21072,1
118.351,2.85,-1.45,9,24,0,-135,21107.7,1
118.456,2.78,-1.46,9.06,25,-2,-136,21145.1,1
118.562,2.61,-1.48,9.09,24,-7,-136,21183.7,1
118.668,2.37,-1.48,9.19,28,-7,-138,21223.3,1
118.774,2.06,-1.42,9.3,26,-6,-137,21263.7,1
118.885,1.92,-1.36,9.38,27,-14,-141,21304.9,1
118.986,1.56,-1.27,9.48,25,-17,-142,21345.2,1
119.092,1.19,-1.15,9.58,27,-20,-143,21385.6,1
119.198,0.97,-1.03,9.62,26,-24,-148,21424.3,1
119.304,0.58,-0.67,9.72,24,-32,-153,21461.1,1
119.41,0.27,-0.13,9.77,21,-33,-152,21495.1,1
119.516,0.15,0.15,9.77,17,-35,-157,21527.6,1
119.622,0.01,0.77,9.8,11,-38,-164,21555.2,1
119.728,-0.03,1.59,9.74,7,-38,-163,21578.9,1
119.833,0.05,2.34,9.66,5,-35,-168,21600.7,1
119.939,0.42,2.59,9.62,0,-37,-168,21613.3,1
120.045,0.9,2.97,9.5,1,-36,-171,21617.6,1
120.151,1.53,3.39,9.24,-3,-34,-170,21617.6,1
120.257,1.94,3.59,9.11,-8,-34,-172,21610.3,1
120.363,2.42,3.95,8.67,-11,-28,-175,21602.8,1
120.469,3.13,4.25,8.25,-15,-25,-176,21596.6,1
120.575,3.45,4.31,8.08,-16,-25,-173,21590,1
120.681,4.11,4.21,7.78,-19,-20,-173,21584.3,1
120.787,4.66,3.95,7.59,-18,-14,-172,21580.8,1
120.894,4.85,3.79,7.5,-11,-14,-169,21577.8,1
120.999,5.3,3.47,7.37,-9,-10,-164,21575.4,1
121.105,5.63,3.13,7.32,-3,-5,-163,21572.7,1
121.211,5.8,2.68,7.31,0,-4,-159,21570.1,1
121.317,5.9,2.43,7.32,4,-1,-157,21564.4,1
121.423,5.93,1.92,7.32,8,-1,-153,21558.6,1
121.529,5.92,1.44,7.28,7,-1,-152,21553.3,1
121.634,6.08,1.22,7.28,14,0,-145,21547.3,1
121.74,5.98,0.73,7.22,18,1,-147,21543.5,1
121.846,6.07,0.33,7.17,19,0,-140,21541.3,1
121.952,6.29,0.16,7.16,21,-1,-140,21540,1
122.058,6.27,-0.22,7.11,25,2,-134,21540.2,1
122.164,6.23,-0.58,7.09,24,-3,-133,21539.7,1
122.27,6.23,-0.74,7.1,28,-1,-132,21539.7,1
122.375,6.19,-1.06,7.07,29,0,-131,21540.3,1
122.481,6.19,-1.32,7.1,30,0,-1,21540.4,1
122.587,6.06,-1.51,7.13,31,-3,-124,21539.8,1
122.693,5.68,-1.61,7.11,33,-5,-129,21541,1
122.798,5.81,-1.75,7.14,31,-7,-125,21545,1
122.905,6.01,-1.85,7.22,34,-5,-127,21546.4,1
123.01,5.81,-1.85,7.2,35,-5,-126,21547.8,1
123.116,5.53,-1.89,7.19,34,-8,-123,21553.2,1
123.222,5.52,-1.97,7.19,36,-7,-127,21563.2,1
123.327,5.55,-1.99,7.22,33,-6,-129,21576,1
123.433,5.85,-1.84,7.32,35,-9,-128,21586.1,1
123.539,5.51,-1.62,7.31,33,-8,-131,21598.1,1
123.645,5.46,-1.53,7.35,34,-7,-132,21614.1,1
123.751,5.68,-1.37,7.46,30,-9,-135,21630.5,1
123.857,5.9,-1.14,7.56,29,-8,-135,21642.9,1
123.962,5.75,-0.89,7.58,30,-12,-136,21652,1
124.068,5.64,-0.77,7.57,27,-8,-142,21661.9,1
124.174,5.51,-0.63,7.57,27,-11,-141,21673.5,1
124.28,5.5,-0.53,7.6,25,-11,-143,21688.2,1
124.386,5.59,-0.5,7.61,25,-11,-142,21704.7,1
124.492,5.76,-0.38,7.67,24,-14,-143,21717.8,1
124.598,5.62,-0.23,7.64,23,-13,-147,21730.8,1
124.704,5.64,-0.13,7.67,24,-11,-149,21743.4,1
124.809,5.79,-0.03,7.69,26,-14,-148,21752.9,1
124.915,5.73,0.06,7.62,20,-10,-152,21759.9,1
125.027,5.69,0.11,7.6,19,-14,-151,21768,1
125.127,5.74,0.24,7.51,20,-14,-151,21775.2,1
125.235,5.89,0.49,7.42,19,-16,-152,21784.5,1
125.339,6.1,0.68,7.33,15,-15,-152,21792.5,1
125.449,6.17,0.77,7.26,15,-12,-153,21800.1,1
125.551,6.3,0.85,7.13,13,-10,-158,21806.2,1
125.659,6.4,0.84,7.01,11,-14,-155,21812.7,1
125.763,6.47,0.83,6.95,13,-7,-155,21819.6,1
125.868,6.64,0.77,6.83,13,-10,-156,21825.2,1
125.976,6.7,0.71,6.7,14,-8,-154,21831.8,1
126.08,6.72,0.69,6.65,11,-7,-151,21838.1,1
126.186,6.84,0.7,6.59,16,-10,-154,21844.7,1
126.292,6.96,0.74,6.51,15,-7,-158,21850.2,1
126.398,6.97,0.77,6.43,14,-7,-156,21855.6,1
126.503,6.98,0.85,6.4,10,-6,-156,21861.2,1
126.609,7.01,0.93,6.32,10,-9,-158,21867.6,1
126.715,7.12,0.98,6.27,11,-7,-157,21873,1
126.821,7.17,1,6.25,11,-9,-157,21879.3,1
126.927,7.17,1.11,6.17,11,-10,-157,21883.6,1
127.033,7.21,1.19,6.11,8,-7,-156,21888.3,1
127.139,7.24,1.23,6.09,7,-6,-156,21893.1,1
127.244,7.24,1.28,6,5,-6,-159,21898,1
127.35,7.39,1.36,5.92,6,-4,-160,21903.2,1
127.456,7.53,1.41,5.9,5,-5,-157,21905.9,1
127.562,7.6,1.49,5.81,5,-6,-159,21905.6,1
127.667,7.44,1.52,5.67,2,-3,-162,21905.3,1
127.773,7.64,1.55,5.61,3,0,-161,21904.6,1
127.879,7.69,1.57,5.54,4,-4,-159,21899.6,1
127.985,7.69,1.56,5.41,2,-5,-158,21897.8,1
128.09,7.84,1.47,5.3,4,-1,-158,21893.7,1
128.196,7.97,1.43,5.27,3,-1,-156,21888.1,1
128.302,7.82,1.33,5.13,3,3,-156,21883.1,1
128.408,7.95,1.2,5.04,4,0,-155,21880.9,1
128.514,8.15,1.17,5.03,8,1,-157,21876.3,1
128.619,8.27,1.07,4.97,9,1,-152,21868.5,1
128.725,8.06,0.99,4.87,7,2,-152,21859.8,1
128.831,7.97,0.94,4.83,7,-1,-157,21853.4,1
128.937,8.46,0.78,4.88,7,0,-154,21843,1
129.042,8.5,0.69,4.9,8,1,-155,21826.5,1
129.149,8.32,0.67,4.87,11,-4,-154,21807.1,1
129.254,8.2,0.57,4.86,8,-1,-153,21787.6,1
129.36,8.67,0.39,4.99,14,-1,-151,21759.2,1
129.466,8.59,0.27,4.96,13,-2,-152,21720.5,1
129.571,8.58,0.19,4.96,11,-1,-152,21672,1
129.677,8.05,0.04,4.82,16,-2,-151,21624.8,1
129.783,7.9,-0.3,4.75,18,-5,-147,21580.8,1
129.889,7.83,-0.54,4.7,21,-3,-147,21544.6,1
129.995,7.71,-1.08,4.58,27,-6,-143,21517.6,1
130.101,7.8,-1.72,4.44,30,-6,-137,21498.1,1
130.207,7.99,-2.02,4.4,29,-7,-135,21481.3,1
130.313,8.03,-2.18,4.3,31,-8,-137,21465.7,1
130.418,7.99,-2.08,4.31,30,-12,-139,21452.7,1
130.525,7.91,-1.96,4.32,28,-8,-140,21443.7,1
130.63,7.98,-1.8,4.39,25,-10,-142,21438.9,1
130.736,8,-1.67,4.47,26,-9,-146,21437.5,1
130.842,7.87,-1.48,4.5,21,-10,-148,21440.6,1
130.948,7.95,-1.5,4.54,21,-13,-151,21448,1
131.054,8.07,-1.54,4.66,21,-12,-149,21456.3,1
131.16,8.43,-1.32,4.87,21,-12,-151,21459.4,1
131.266,8.33,-0.95,4.92,13,-11,-157,21455.1,1
131.372,8.1,-0.33,4.92,8,-9,-161,21450.1,1
131.478,8.16,-0.02,4.91,9,-7,-160,21442.5,1
131.583,8.08,0.06,4.84,5,-8,-160,21438.8,1
131.695,8.02,-0.01,4.75,9,-5,-158,21438.5,1
131.795,8.16,-0.16,4.67,12,-9,-157,21438.9,1
131.901,8.13,-0.21,4.55,12,-5,-155,21443.6,1
132.007,8.32,-0.25,4.53,12,-4,-155,21447.8,1
132.113,8.5,-0.16,4.47,11,0,-153,21451.4,1
132.219,8.6,-0.07,4.39,14,1,-154,21451,1
132.325,8.66,-0.05,4.35,10,2,-151,21447.5,1
132.485,8.41,0.01,4.2,12,4,-150,21446.2,1
132.537,8.6,-0.07,4.17,14,0,-146,21443,1
132.681,8.44,-0.06,4.09,13,5,-148,21442.6,1
132.748,8.35,-0.12,4.01,13,5,-146,21446.7,1
132.854,8.54,-0.09,3.98,14,4,-145,21455.7,1
132.96,8.95,-0.09,4.06,14,5,-144,21458.4,1
133.066,8.99,0.03,4.06,11,5,-145,21450.9,1
133.172,8.51,0.24,3.92,12,6,-146,21446.3,1
133.277,8.49,0.25,3.89,10,7,-148,21444.6,1
133.384,8.28,0.21,3.85,14,7,-148,21450.4,1
133.489,8.58,0.03,3.93,16,9,-145,21461.7,1
133.596,8.81,-0.01,3.99,14,2,-145,21470.5,1
133.7,9.14,0.01,4.08,17,9,-147,21470.2,1
133.807,9.01,0.22,4.01,12,4,-148,21459.7,1
133.912,8.56,0.36,3.83,12,6,-152,21449.1,1
134.018,8.66,0.33,3.81,13,6,-149,21440.6,1
134.124,8.43,0.2,3.71,12,8,-148,21438.7,1
134.231,8.61,-0.04,3.7,17,5,-146,21441,1
134.335,8.82,-0.12,3.7,14,8,-146,21442.4,1
134.441,9.01,-0.15,3.7,16,8,-147,21439.4,1
134.547,8.73,-0.03,3.59,14,6,-147,21434.8,1
134.653,8.63,-0.03,3.5,10,6,-148,21434.7,1
134.759,8.88,-0.09,3.55,10,6,-148,21435.6,1
134.865,8.85,-0.15,3.52,11,4,-146,21435.5,1
134.97,8.85,-0.22,3.53,14,4,-151,21436.9,1
